顧客 Id,名前,性別,年齢,誕生日,婚姻,血液型,都道府県,キャリア,カレーの食べ方
多明-20395,田畑 遥,女,70,1946/11/09,既婚,O型,千葉県,ドコモ,手前ルー・別口派
多颯-11365,植松 育二,男,53,1963/03/09,未婚,O型,山形県,au,ぶっかけ・せき止め派
大延-20350,鹿島 礼子,女,72,1944/04/14,既婚,AB型,宮城県,ドコモ,奥ルー・せき止め派
大夏-18040,小西 杏,女,27,1989/09/18,未婚,O型,大阪府,au,右ルー・混ぜ混ぜ派
大学-14575,金井 薫,女,71,1945/04/07,既婚,AB型,福岡県,ドコモ,左ルー・混ぜ混ぜ派
大康-19930,会田 竜也,男,65,1951/07/07,既婚,A型,熊本県,ドコモ,奥ルー・ルー攻め派
大三-15865,安田 照生,男,44,1972/06/29,既婚,O型,広島県,ソフトバンク,左ルー・ルー攻め派
大四-14860,清田 真一,男,23,1993/09/11,未婚,O型,長野県,ソフトバンク,左ルー・混ぜ混ぜ派
大匠-14200,三木 由樹,女,48,1968/06/23,既婚,O型,東京都,ツーカー,手前ルー・せき止め派
大小-13480,横田 慶太,男,30,1986/10/03,既婚,B型,三重県,ドコモ,奥ルー・別口派
大千-21490,長野 哲平,男,55,1961/06/28,既婚,AB型,千葉県,ソフトバンク,左ルー・混ぜ混ぜ派
大大-15565,羽田 幸平,男,23,1993/11/07,既婚,O型,大阪府,ドコモ,左ルー・ルー攻め派
大美-13750,宍戸 春樹,女,57,1959/12/27,既婚,A型,北海道,au,左ルー・ナン派
大美-15085,西井 満,男,42,1975/01/02,既婚,AB型,北海道,ドコモ,右ルー・ルー攻め派
大美-15715,福井 綾女,女,31,1985/09/30,未婚,B型,兵庫県,ドコモ,手前ルー・せき止め派
大美-17650,上原 由宇,女,58,1958/07/13,既婚,O型,青森県,ドコモ,奥ルー・別口派
大文-10495,勝又 英嗣,男,27,1989/08/10,未婚,O型,大阪府,ソフトバンク,左ルー・ルー攻め派
大朋-15835,河本 一,男,73,1943/04/25,既婚,AB型,神奈川県,ドコモ,ぶっかけ・別口派
大明-16045,松沢 恵麻,女,78,1938/07/09,既婚,B型,大阪府,au,左ルー・別口派
大由-11455,市川 栄一,男,62,1954/09/03,未婚,O型,沖縄県,ドコモ,ぶっかけ・ルー攻め派
大陽-11740,阪本 沙耶,女,33,1983/05/14,既婚,O型,千葉県,ソフトバンク,別盛り・ルー攻め派
大陽-18505,寺脇 茂樹,男,79,1937/09/05,既婚,B型,兵庫県,ソフトバンク,奥ルー・せき止め派
大翔-13435,安斎 亮,男,72,1944/07/22,既婚,B型,奈良県,ソフトバンク,奥ルー・せき止め派
大翔-20320,岡山 徹,男,57,1959/06/09,既婚,O型,愛知県,ソフトバンク,右ルー・せき止め派
鷹恵-13330,中原 賢治,男,20,1997/01/24,未婚,B型,千葉県,ソフトバンク,ぶっかけ・混ぜ混ぜ派
鷹進-15985,小林 博之,男,35,1981/03/12,既婚,O型,岩手県,ツーカー,奥ルー・ルー攻め派
鷹凛-12445,岡村 研二,男,71,1945/05/25,既婚,O型,千葉県,ツーカー,奥ルー・ルー攻め派
滝葵-19015,北川 朝香,女,68,1948/03/20,既婚,B型,大阪府,ソフトバンク,ぶっかけ・せき止め派
滝紅-21025,勝田 綾女,女,66,1950/05/30,既婚,A型,鹿児島県,au,左ルー・混ぜ混ぜ派
滝実-17155,島田 明宏,男,67,1949/05/27,既婚,O型,広島県,ソフトバンク,左ルー・ルー攻め派
滝節-16225,武藤 砂羽,女,46,1970/03/31,既婚,B型,鹿児島県,ドコモ,別盛り・ルー攻め派
滝優-17140,大川 英嗣,男,67,1949/08/23,既婚,A型,大阪府,ドコモ,左ルー・せき止め派
沢正-16960,後藤 さんま,男,31,1986/01/30,既婚,O型,茨城県,ドコモ,手前ルー・せき止め派
沢直-15850,乾 薫,男,28,1988/07/26,既婚,B型,岐阜県,ドコモ,ぶっかけ・別口派
沢麗-10975,沢田 隆之介,男,29,1987/09/28,未婚,A型,京都府,ドコモ,右ルー・せき止め派
棚恵-14170,山口 莉央,女,56,1960/10/31,既婚,O型,神奈川県,ドコモ,ぶっかけ・混ぜ混ぜ派
谷愛-12370,香川 三省,男,29,1987/11/05,既婚,B型,大阪府,ドコモ,奥ルー・混ぜ混ぜ派
谷義-14275,村山 寛治,男,39,1978/03/01,既婚,O型,福岡県,ドコモ,手前ルー・ルー攻め派
谷大-14605,浜本 小雁,男,60,1956/03/06,既婚,AB型,新潟県,ドコモ,別盛り・せき止め派
谷貞-12940,三浦 優,女,24,1992/07/19,既婚,A型,三重県,au,ぶっかけ・混ぜ混ぜ派
丹剛-21580,倉本 はるみ,女,56,1960/05/21,既婚,B型,神奈川県,ドコモ,手前ルー・せき止め派
丹凛-21115,城戸 慶二,男,63,1953/10/20,既婚,B型,福島県,ドコモ,ぶっかけ・ルー攻め派
知愛-15460,柴田 玲那,女,42,1974/12/29,既婚,A型,大阪府,ソフトバンク,左ルー・せき止め派
池海-17950,金沢 涼,女,54,1962/12/01,既婚,A型,茨城県,ソフトバンク,左ルー・ナン派
池太-16600,杉本 翔子,女,79,1937/03/04,既婚,A型,愛知県,ドコモ,右ルー・混ぜ混ぜ派
池直-13960,岩佐 愛菜,女,56,1961/02/15,既婚,O型,滋賀県,au,左ルー・せき止め派
池蓮-19825,末吉 美希,女,56,1961/02/19,既婚,O型,北海道,ドコモ,左ルー・混ぜ混ぜ派
竹延-20740,小松 亮,男,33,1983/07/30,未婚,B型,新潟県,ドコモ,ぶっかけ・せき止め派
竹幸-18280,泉 美佐,女,41,1975/06/11,既婚,O型,北海道,ドコモ,ぶっかけ・別口派
竹彩-20695,伊東 輝信,男,66,1950/11/26,既婚,O型,大阪府,ドコモ,手前ルー・ルー攻め派
竹勝-14035,小川 礼子,女,21,1995/04/01,未婚,O型,京都府,ソフトバンク,左ルー・混ぜ混ぜ派
竹静-15745,梅沢 めぐみ,女,47,1969/12/05,既婚,B型,宮崎県,ドコモ,左ルー・せき止め派
竹大-12760,滝田 めぐみ,女,68,1948/07/19,既婚,B型,鹿児島県,ドコモ,右ルー・せき止め派
竹哲-19195,土居 憲史,男,42,1974/08/16,未婚,A型,京都府,ソフトバンク,ぶっかけ・せき止め派
中葵-16645,椎名 メイサ,女,61,1955/09/21,既婚,A型,広島県,ソフトバンク,ぶっかけ・せき止め派
中孝-18085,西川 ひろ子,女,61,1956/02/12,既婚,O型,宮城県,au,ぶっかけ・別口派
中康-17680,小宮 由樹,女,43,1973/08/24,既婚,O型,大阪府,ドコモ,奥ルー・別口派
中四-12385,余 徹,男,65,1951/12/24,既婚,A型,北海道,au,別盛り・せき止め派
中勝-11020,川口 徹,男,26,1990/03/20,未婚,B型,静岡県,ドコモ,手前ルー・ルー攻め派
中大-21685,多部 真希,女,78,1938/11/02,既婚,A型,奈良県,ドコモ,奥ルー・別口派
中梅-13690,志田 恵梨香,女,28,1988/03/30,未婚,A型,宮城県,ドコモ,右ルー・ルー攻め派
中武-14500,桜井 りえ,女,51,1966/02/10,既婚,B型,福岡県,au,奥ルー・別口派
中茂-10135,松下 まひる,女,76,1940/12/12,既婚,AB型,北海道,ドコモ,ぶっかけ・せき止め派
中茂-21505,竹内 あおい,女,67,1950/01/13,既婚,A型,静岡県,ドコモ,右ルー・別口派
中雄-10480,川原 哲平,男,76,1941/02/27,既婚,A型,京都府,au,奥ルー・せき止め派
中和-10105,岸田 拓郎,男,23,1993/12/28,未婚,AB型,茨城県,ドコモ,左ルー・混ぜ混ぜ派
仲真-15730,沢井 晃司,男,32,1984/12/21,既婚,B型,茨城県,ソフトバンク,左ルー・せき止め派
猪郁-20680,岩田 六郎,男,54,1962/12/18,既婚,B型,長野県,au,左ルー・混ぜ混ぜ派
猪真-10315,米山 光臣,男,61,1956/01/25,既婚,A型,大阪府,au,ぶっかけ・別口派
猪大-18880,坂田 まみ,女,55,1961/12/22,既婚,O型,京都府,ドコモ,ぶっかけ・せき止め派
猪陽-10120,細川 ノブヒコ,男,40,1976/05/04,既婚,B型,宮崎県,ドコモ,左ルー・別口派
朝海-16360,栗山 菊生,男,25,1991/07/13,未婚,B型,京都府,ソフトバンク,ぶっかけ・せき止め派
朝桐-10045,細野 弘也,男,74,1942/09/14,既婚,O型,愛知県,au,手前ルー・混ぜ混ぜ派
朝実-16480,早川 理紗,女,78,1939/01/29,既婚,A型,石川県,ドコモ,ぶっかけ・混ぜ混ぜ派
朝大-21235,杉本 里奈,女,32,1985/01/16,未婚,A型,京都府,ドコモ,ぶっかけ・ナン派
潮颯-15175,浅沼 浩太郎,男,40,1977/02/26,既婚,A型,滋賀県,ドコモ,右ルー・ルー攻め派
長一-20620,大友 友香,女,55,1961/09/19,未婚,B型,京都府,au,左ルー・混ぜ混ぜ派
長桐-11920,三枝 英嗣,男,65,1951/07/27,既婚,O型,埼玉県,au,左ルー・混ぜ混ぜ派
長拓-14455,相田 祐一,男,62,1954/10/04,既婚,B型,京都府,ソフトバンク,ぶっかけ・ルー攻め派
長拓-14965,安井 大樹,男,52,1964/12/04,既婚,A型,愛知県,ドコモ,左ルー・ルー攻め派
長美-11095,桑原 浩太郎,男,51,1965/06/27,既婚,B型,京都府,ソフトバンク,ぶっかけ・せき止め派
長優-12040,北原 菜々美,女,23,1993/09/08,既婚,O型,大阪府,au,左ルー・ルー攻め派
長翔-17665,末永 建,男,69,1947/12/10,既婚,A型,大阪府,ドコモ,手前ルー・せき止め派
鳥葵-16240,有賀 怜奈,女,33,1983/04/20,既婚,A型,鳥取県,au,右ルー・ルー攻め派
鳥拓-17470,村岡 結衣,女,54,1962/08/18,既婚,AB型,埼玉県,ドコモ,奥ルー・別口派
鎮武-11215,脇田 美幸,女,74,1942/07/27,既婚,O型,沖縄県,ソフトバンク,奥ルー・混ぜ混ぜ派
津延-21775,近藤 照生,男,57,1959/09/17,既婚,O型,愛媛県,au,ぶっかけ・ルー攻め派
椎彩-20605,金井 芽以,女,56,1960/07/23,既婚,O型,京都府,au,手前ルー・せき止め派
通拓-16285,金児 寛,男,39,1977/11/27,既婚,O型,新潟県,au,手前ルー・せき止め派
辻美-10015,塩谷 莉緒,女,37,1979/06/27,既婚,B型,大阪府,ドコモ,左ルー・別口派
辻美-19810,篠田 和香,女,53,1963/09/06,既婚,A型,大阪府,ドコモ,ぶっかけ・ルー攻め派
椿紅-12610,長田 惇,男,26,1990/04/01,既婚,B型,大阪府,ツーカー,左ルー・せき止め派
鶴寛-21055,立花 拓郎,男,62,1954/05/28,既婚,A型,兵庫県,ソフトバンク,奥ルー・せき止め派
鶴進-19315,前野 広司,男,31,1985/10/17,既婚,AB型,埼玉県,au,ぶっかけ・別口派
鶴萌-20125,多田 扶樹,男,26,1990/04/17,未婚,B型,北海道,ドコモ,左ルー・混ぜ混ぜ派
貞茂-21100,亀井 知世,女,60,1956/11/17,既婚,O型,大阪府,ドコモ,手前ルー・ナン派
伝哲-10870,浜口 彩華,女,34,1982/07/17,既婚,O型,埼玉県,ドコモ,ぶっかけ・せき止め派
田愛-11110,井上 真一,男,46,1970/10/15,既婚,AB型,兵庫県,au,ぶっかけ・ルー攻め派
田葵-21535,深井 めぐみ,女,23,1993/10/17,未婚,A型,愛知県,ドコモ,左ルー・せき止め派
田霞-20815,西脇 まみ,女,59,1957/07/30,既婚,A型,北海道,au,ぶっかけ・ルー攻め派
田七-16525,谷 光,女,38,1978/05/28,既婚,A型,兵庫県,ツーカー,ぶっかけ・別口派
田実-16705,窪田 サンタマリア,男,65,1952/01/17,既婚,A型,大阪府,ドコモ,左ルー・混ぜ混ぜ派
田正-19510,木戸 浩介,男,42,1974/10/21,既婚,B型,大阪府,ソフトバンク,手前ルー・混ぜ混ぜ派
田大-19360,宮川 ひろみ,女,62,1954/08/20,既婚,O型,鳥取県,ドコモ,左ルー・混ぜ混ぜ派
田美-21085,石橋 ケンイチ,男,48,1968/05/15,既婚,B型,群馬県,ドコモ,手前ルー・ルー攻め派
田凛-14830,甲斐 彩,女,80,1936/06/13,既婚,AB型,大阪府,ドコモ,左ルー・別口派
渡葵-14095,林 功補,男,44,1973/01/27,既婚,O型,熊本県,ドコモ,ぶっかけ・せき止め派
渡優-17770,高岡 芽以,女,80,1936/10/24,既婚,B型,大阪府,ドコモ,ぶっかけ・混ぜ混ぜ派
登海-14155,大江 美紀,女,75,1941/07/30,既婚,A型,大阪府,au,ぶっかけ・ルー攻め派
登克-10555,野呂 華子,女,57,1959/04/20,既婚,O型,京都府,ドコモ,左ルー・せき止め派
都健-18835,須藤 ヒロ,男,68,1949/01/15,既婚,A型,大阪府,ドコモ,ぶっかけ・せき止め派
土剛-12505,川島 さんま,男,27,1989/03/07,未婚,A型,愛知県,au,ぶっかけ・せき止め派
唐雨-19600,浅田 雅彦,男,27,1989/11/16,既婚,A型,静岡県,au,ぶっかけ・ナン派
島清-19945,西島 祐一,男,25,1991/09/24,未婚,B型,山形県,au,奥ルー・せき止め派
島千-21340,岩田 憲一,男,36,1980/11/18,既婚,O型,熊本県,ドコモ,左ルー・ルー攻め派
島智-15370,野崎 博之,男,56,1960/04/13,既婚,O型,大阪府,au,左ルー・混ぜ混ぜ派
島美-12535,細山 さゆり,女,78,1939/01/06,既婚,A型,大阪府,ドコモ,別盛り・混ぜ混ぜ派
東学-17125,佐藤 大五郎,男,25,1991/09/11,未婚,O型,北海道,au,左ルー・混ぜ混ぜ派
東幸-11800,塚本 春樹,女,60,1956/06/08,既婚,O型,広島県,ドコモ,ぶっかけ・混ぜ混ぜ派
東四-13930,石黒 涼,女,76,1940/10/30,既婚,A型,広島県,ソフトバンク,左ルー・混ぜ混ぜ派
東実-17200,加納 敦,男,73,1944/02/27,既婚,A型,広島県,ソフトバンク,ぶっかけ・別口派
東匠-15280,清水 一,男,75,1941/08/14,既婚,B型,広島県,ドコモ,奥ルー・せき止め派
東大-10585,田沢 知史,男,39,1977/12/13,既婚,A型,大阪府,ドコモ,右ルー・せき止め派
東麗-17905,星野 惇,男,50,1967/02/27,既婚,O型,奈良県,ソフトバンク,ぶっかけ・ルー攻め派
桃恵-16375,柳沢 貴嶺,男,23,1993/03/17,未婚,O型,北海道,ドコモ,右ルー・せき止め派
桃優-13840,浜田 太朗,男,69,1948/02/19,既婚,AB型,高知県,ドコモ,左ルー・せき止め派
湯久-11830,矢作 和之,男,42,1974/09/26,既婚,A型,大阪府,au,左ルー・混ぜ混ぜ派
湯大-17965,大城 丈雄,男,69,1947/09/01,既婚,A型,宮城県,ソフトバンク,右ルー・別口派
湯貞-13360,今西 龍吉,男,79,1937/09/21,既婚,O型,奈良県,au,右ルー・せき止め派
藤久-13120,梶原 努,男,40,1976/03/06,未婚,A型,三重県,ドコモ,ぶっかけ・別口派
藤恵-18445,竹内 勇,女,77,1939/07/21,既婚,O型,富山県,ドコモ,左ルー・ルー攻め派
藤三-16000,広末 祐基,男,74,1943/01/15,既婚,B型,長野県,ソフトバンク,左ルー・混ぜ混ぜ派
藤駿-19540,生瀬 花,女,39,1977/03/08,既婚,B型,宮崎県,ドコモ,右ルー・ルー攻め派
藤真-18820,千葉 ひかり,女,65,1951/04/11,既婚,AB型,大阪府,ドコモ,別盛り・別口派
藤雪-10195,篠崎 裕次郎,男,34,1982/07/18,既婚,A型,大阪府,ソフトバンク,手前ルー・別口派
藤智-11200,飯島 恵梨香,女,74,1943/02/11,既婚,A型,北海道,ドコモ,奥ルー・別口派
藤直-10990,奥村 健,男,50,1967/02/28,既婚,A型,岐阜県,ドコモ,手前ルー・混ぜ混ぜ派
藤貞-18235,藤沢 禄郎,男,40,1976/04/09,既婚,O型,北海道,ドコモ,左ルー・ナン派
藤翼-11845,河村 優,男,39,1977/08/09,既婚,A型,静岡県,ドコモ,左ルー・ルー攻め派
堂翼-14110,岸田 遥,女,55,1961/11/16,既婚,O型,長野県,ドコモ,右ルー・ルー攻め派
道幸-20935,宮脇 和久,男,29,1987/04/26,既婚,B型,大阪府,ドコモ,右ルー・せき止め派
徳久-12625,海老原 エリカ,女,44,1972/07/19,既婚,O型,埼玉県,au,左ルー・混ぜ混ぜ派
徳実-19750,伊沢 幸子,女,68,1948/10/17,既婚,A型,愛知県,ドコモ,左ルー・せき止め派
徳拓-20485,守屋 拓郎,男,41,1975/05/17,既婚,O型,大阪府,ドコモ,ぶっかけ・別口派
徳和-15340,進藤 仁,男,49,1967/04/12,既婚,O型,長崎県,ソフトバンク,左ルー・ルー攻め派
内海-13585,小野寺 晴臣,男,71,1945/09/25,既婚,AB型,香川県,ソフトバンク,ぶっかけ・せき止め派
内学-13300,井上 綾女,女,40,1976/07/26,既婚,B型,長崎県,ソフトバンク,奥ルー・混ぜ混ぜ派
内正-17575,勝又 友香,女,24,1993/01/29,既婚,A型,茨城県,ソフトバンク,左ルー・ルー攻め派
内清-17500,飯田 優一,男,69,1947/09/08,既婚,B型,愛知県,ドコモ,ぶっかけ・ナン派
内優-16465,八十田 みき,女,58,1958/08/18,既婚,A型,大阪府,ドコモ,左ルー・混ぜ混ぜ派
楢美-20260,宮里 由宇,女,43,1973/07/21,既婚,A型,新潟県,au,ぶっかけ・ルー攻め派
縄優-19915,少路 隼士,男,63,1953/11/21,既婚,A型,大阪府,ソフトバンク,ぶっかけ・せき止め派
二桜-21670,稲垣 公顕,男,54,1962/09/23,既婚,B型,鹿児島県,ソフトバンク,奥ルー・混ぜ混ぜ派
二勇-21595,吉崎 ケンイチ,男,56,1960/08/02,既婚,O型,大阪府,ドコモ,別盛り・ルー攻め派
二翔-13375,畑 健,男,69,1948/01/15,既婚,B型,愛知県,ドコモ,手前ルー・混ぜ混ぜ派
日拓-11500,豊原 陽子,女,40,1976/06/06,既婚,AB型,大阪府,ドコモ,別盛り・ナン派
波小-10225,安永 ひろ子,女,21,1995/03/24,既婚,B型,広島県,ドコモ,右ルー・せき止め派
波舞-17020,日高 雅彦,男,30,1986/05/18,既婚,O型,熊本県,au,ぶっかけ・ルー攻め派
梅愛-21715,金沢 明,男,49,1967/08/20,既婚,AB型,大阪府,ドコモ,右ルー・ルー攻め派
梅一-12130,綾小路 由宇,女,72,1944/12/18,既婚,AB型,富山県,ドコモ,ぶっかけ・せき止め派
梅朋-14410,藤森 涼子,女,37,1979/09/13,既婚,AB型,福岡県,ドコモ,右ルー・ルー攻め派
萩優-21430,佐久間 恵子,女,59,1957/03/10,既婚,B型,大阪府,ドコモ,左ルー・ルー攻め派
柏明-14530,高田 美佐,女,35,1981/11/27,未婚,B型,新潟県,ドコモ,ぶっかけ・別口派
泊哲-21730,小川 将也,男,75,1941/05/07,既婚,B型,宮城県,ドコモ,左ルー・ルー攻め派
薄実-10945,梅沢 小雁,男,65,1951/03/22,既婚,O型,大阪府,ドコモ,ぶっかけ・ルー攻め派
畑麗-17005,志村 ヒロ,男,30,1986/07/06,既婚,A型,大阪府,au,右ルー・ルー攻め派
八結-10675,恩田 あさみ,女,31,1985/03/04,既婚,A型,大阪府,ドコモ,左ルー・ルー攻め派
八克-11560,金井 佑,男,34,1982/11/27,既婚,O型,群馬県,ソフトバンク,右ルー・ルー攻め派
八皐-20845,脇田 隆太,男,79,1937/04/05,既婚,O型,新潟県,ドコモ,左ルー・せき止め派
鉢禎-10915,末永 マサカズ,男,75,1941/07/21,既婚,A型,北海道,ドコモ,手前ルー・混ぜ混ぜ派
半真-21835,玉置 涼,女,79,1937/03/20,既婚,O型,京都府,ドコモ,左ルー・ルー攻め派
板香-18430,宮川 さやか,女,41,1975/04/26,既婚,B型,島根県,ドコモ,左ルー・ルー攻め派
板美-14245,亀山 雄太,男,78,1938/11/06,既婚,O型,鹿児島県,ドコモ,別盛り・混ぜ混ぜ派
畔学-10150,高井 雅彦,男,54,1962/10/25,既婚,A型,大阪府,au,ぶっかけ・せき止め派
飯海-12640,深谷 涼,女,42,1974/12/22,既婚,A型,岩手県,au,左ルー・ナン派
飯真-14980,牧 真吾,男,35,1981/04/02,既婚,O型,大阪府,ドコモ,左ルー・せき止め派
飯遥-14995,相馬 詩織,女,40,1976/09/26,既婚,B型,静岡県,ドコモ,左ルー・ルー攻め派
肥彩-18475,白石 ノブヒコ,男,72,1945/01/02,既婚,B型,大阪府,ソフトバンク,奥ルー・ルー攻め派
尾孝-11005,鈴木 博之,男,46,1970/04/14,未婚,AB型,大阪府,ドコモ,左ルー・混ぜ混ぜ派
尾重-13390,楠本 早紀,女,71,1945/03/26,既婚,O型,山形県,ソフトバンク,ぶっかけ・せき止め派
尾正-11755,萩原 美菜,女,72,1944/09/13,既婚,A型,北海道,ドコモ,左ルー・せき止め派
尾智-20950,河村 恵子,女,44,1972/06/25,既婚,A型,北海道,au,左ルー・ナン派
尾由-12520,小椋 窈,女,41,1975/07/05,既婚,AB型,愛知県,au,右ルー・ルー攻め派
美勇-11425,山元 将也,男,73,1944/01/08,既婚,B型,京都府,ドコモ,左ルー・混ぜ混ぜ派
菱勇-16795,山形 晃司,男,28,1988/05/14,未婚,AB型,大阪府,au,左ルー・ルー攻め派
百大-16780,井上 誠治,男,25,1991/04/18,既婚,B型,京都府,ドコモ,奥ルー・混ぜ混ぜ派
蛭千-11530,城咲 禄郎,男,46,1970/07/17,既婚,O型,京都府,au,左ルー・混ぜ混ぜ派
浜桐-13405,松元 新太,男,58,1958/11/14,既婚,A型,埼玉県,ソフトバンク,左ルー・せき止め派
浜重-19690,内田 高史,男,74,1942/05/04,既婚,B型,岐阜県,ドコモ,左ルー・せき止め派
浜由-10930,立川 康文,男,58,1958/05/28,既婚,A型,福岡県,ツーカー,奥ルー・せき止め派
富義-16870,柄本 華子,女,50,1966/06/20,未婚,A型,埼玉県,ドコモ,右ルー・ルー攻め派
富健-10795,高梨 さとみ,女,80,1936/05/06,既婚,A型,山梨県,ソフトバンク,左ルー・別口派
富四-12280,近藤 亮,男,60,1957/02/02,既婚,O型,兵庫県,ドコモ,右ルー・ルー攻め派
富昭-17710,浜本 剛基,男,74,1943/01/12,既婚,O型,愛知県,ドコモ,ぶっかけ・別口派
富千-17995,佐久間 さやか,女,23,1994/02/19,既婚,O型,京都府,ドコモ,ぶっかけ・せき止め派
富和-17215,三田 将也,男,25,1991/12/21,未婚,O型,岐阜県,ソフトバンク,左ルー・せき止め派
冨正-20785,高野 明慶,男,68,1949/02/16,既婚,O型,茨城県,ソフトバンク,左ルー・せき止め派
布丈-18895,森下 龍吉,男,36,1980/10/24,既婚,A型,兵庫県,ソフトバンク,ぶっかけ・混ぜ混ぜ派
武恵-17530,山上 亮,男,42,1974/05/25,既婚,O型,大阪府,ドコモ,ぶっかけ・せき止め派
武拓-15955,松尾 直人,男,22,1994/06/05,未婚,B型,新潟県,ドコモ,別盛り・混ぜ混ぜ派
武遥-10240,相川 和久,男,78,1938/04/30,既婚,A型,愛知県,au,左ルー・ルー攻め派
伏美-18175,椎名 ノブヒコ,男,49,1967/12/03,既婚,A型,大阪府,ソフトバンク,左ルー・せき止め派
福延-17515,村上 慎之介,男,47,1969/11/11,既婚,O型,埼玉県,ドコモ,ぶっかけ・せき止め派
福彩-16990,池田 まさし,男,61,1955/11/08,既婚,A型,大阪府,au,左ルー・せき止め派
福法-19975,福井 慶二,男,45,1971/09/01,既婚,A型,大阪府,ドコモ,右ルー・せき止め派
福陸-15325,今井 知史,男,44,1972/06/09,既婚,O型,静岡県,ソフトバンク,左ルー・ルー攻め派
粉緑-20860,岩佐 くるみ,女,69,1947/04/24,既婚,O型,鹿児島県,ドコモ,右ルー・せき止め派
平輝-19345,町田 めぐみ,女,36,1980/03/25,既婚,A型,石川県,ソフトバンク,奥ルー・ルー攻め派
平正-16510,臼井 惇,男,53,1963/12/22,既婚,A型,群馬県,ソフトバンク,ぶっかけ・せき止め派
平誠-10840,藤井 愛菜,女,49,1967/08/04,既婚,B型,福岡県,au,右ルー・ルー攻め派
平翼-12895,武 美優,女,37,1980/01/01,既婚,A型,埼玉県,ドコモ,別盛り・ルー攻め派
平螢-21130,西尾 直人,男,46,1971/01/30,既婚,O型,兵庫県,ドコモ,奥ルー・混ぜ混ぜ派
米哲-16720,菅沼 結子,女,32,1985/02/15,既婚,A型,京都府,au,奥ルー・混ぜ混ぜ派
片小-18310,佐伯 美幸,女,34,1982/09/20,既婚,B型,北海道,ドコモ,右ルー・ルー攻め派
片直-15115,古沢 将也,男,80,1936/04/05,既婚,B型,京都府,ドコモ,ぶっかけ・混ぜ混ぜ派
辺翔-11950,石井 メイサ,女,33,1983/05/01,既婚,A型,埼玉県,ドコモ,手前ルー・せき止め派
保太-18385,平林 惇,男,67,1949/11/21,既婚,AB型,静岡県,ドコモ,左ルー・混ぜ混ぜ派
峰香-12730,緒方 フミヤ,男,70,1946/04/02,既婚,O型,福島県,ドコモ,右ルー・せき止め派
峰翼-13195,島崎 弘也,男,22,1994/06/30,未婚,B型,広島県,ドコモ,奥ルー・混ぜ混ぜ派
方凛-13975,足立 翔子,女,76,1940/05/12,既婚,A型,沖縄県,ドコモ,左ルー・せき止め派
芳遥-13240,加瀬 妃里,女,59,1958/01/05,既婚,AB型,京都府,au,左ルー・せき止め派
豊禎-19120,境 慶二,男,55,1962/02/10,既婚,A型,大阪府,ドコモ,右ルー・別口派
北明-16675,長尾 しぼり,女,30,1986/09/13,未婚,B型,青森県,ソフトバンク,右ルー・せき止め派
北翔-11695,北田 竜也,男,26,1990/10/14,既婚,AB型,福島県,ソフトバンク,ぶっかけ・ルー攻め派
牧実-18610,野村 努,男,58,1958/06/17,既婚,B型,京都府,ソフトバンク,左ルー・せき止め派
牧蓮-16495,片山 勤,男,67,1949/05/30,既婚,O型,大阪府,au,手前ルー・別口派
堀慶-14260,神崎 明,男,53,1963/06/12,既婚,O型,愛知県,ドコモ,左ルー・せき止め派
堀剛-17605,河本 はるみ,女,57,1959/06/04,既婚,B型,愛知県,ドコモ,左ルー・せき止め派
堀誠-18700,西田 千佳子,女,45,1971/09/07,既婚,O型,奈良県,ドコモ,右ルー・せき止め派
本夏-14710,滝沢 敦,男,43,1973/05/15,既婚,O型,山形県,ドコモ,ぶっかけ・ナン派
本紅-15145,田崎 一徳,男,68,1948/12/06,既婚,B型,群馬県,au,左ルー・混ぜ混ぜ派
本清-10540,秋山 怜奈,女,38,1978/03/05,既婚,O型,大阪府,ドコモ,奥ルー・混ぜ混ぜ派
本豊-15760,川島 たまき,女,20,1996/09/03,未婚,A型,北海道,au,ぶっかけ・別口派
本陽-19240,菅澤 さんま,男,27,1989/11/18,未婚,A型,大阪府,ドコモ,ぶっかけ・ルー攻め派
幕千-21865,本間 憲史,男,62,1955/02/28,既婚,B型,宮城県,ドコモ,奥ルー・混ぜ混ぜ派
末誠-11035,守屋 優,男,49,1967/10/10,既婚,A型,埼玉県,ドコモ,ぶっかけ・ルー攻め派
末螢-14140,神野 彩華,女,77,1940/01/15,既婚,O型,茨城県,ソフトバンク,ぶっかけ・混ぜ混ぜ派
満昭-15580,亀山 光,女,28,1989/02/12,既婚,A型,大阪府,ソフトバンク,右ルー・ルー攻め派
満和-10705,吉崎 正敏,男,59,1957/03/31,既婚,A型,京都府,ドコモ,左ルー・ルー攻め派
箕萌-20020,戎 孝太郎,男,61,1955/08/06,既婚,A型,大阪府,au,右ルー・せき止め派
明優-11665,西村 明慶,男,40,1976/08/01,既婚,AB型,広島県,au,左ルー・せき止め派
鳴節-10765,中園 早紀,女,78,1939/02/13,既婚,O型,大阪府,ドコモ,左ルー・別口派
綿寛-19435,今西 千夏,女,44,1972/12/31,既婚,O型,新潟県,au,手前ルー・混ぜ混ぜ派
綿直-10345,渡辺 景子,女,75,1941/10/03,既婚,AB型,大阪府,ドコモ,ぶっかけ・混ぜ混ぜ派
茂輝-10660,宮内 樹里,女,68,1948/10/08,既婚,B型,熊本県,ドコモ,手前ルー・別口派
